CVE,CVSS version,CVSS,EPSS,EPSS percentile
CVE-2020-3161,cvssMetricV31,9.8,0.845230000,0.992690000
CVE-2020-3243,cvssMetricV31,9.8,0.904970000,0.995920000
CVE-2020-3250,cvssMetricV31,9.8,0.874590000,0.994190000
CVE-2020-10914,cvssMetricV31,9.8,0.795920000,0.990220000
CVE-2020-10915,cvssMetricV31,9.8,0.829140000,0.992010000
CVE-2020-12271,cvssMetricV31,9.8,0.821590000,0.991650000
CVE-2020-9294,cvssMetricV31,9.8,0.743310000,0.987510000
CVE-2019-5620,cvssMetricV31,9.8,0.729170000,0.986830000
CVE-2020-11651,cvssMetricV31,9.8,0.943900000,0.999670000
CVE-2020-12641,cvssMetricV31,9.8,0.799560000,0.990420000
CVE-2020-3187,cvssMetricV31,9.1,0.942590000,0.999230000
CVE-2020-12720,cvssMetricV31,9.8,0.938040000,0.998620000
CVE-2020-11530,cvssMetricV31,9.8,0.925040000,0.997350000
CVE-2020-11532,cvssMetricV31,9.8,0.906930000,0.996040000
CVE-2020-13166,cvssMetricV31,9.8,0.774230000,0.989120000
CVE-2020-13167,cvssMetricV31,9.8,0.928920000,0.997650000
CVE-2020-8606,cvssMetricV31,9.8,0.888330000,0.994940000
CVE-2020-7115,cvssMetricV31,9.8,0.783640000,0.989610000
CVE-2020-10546,cvssMetricV31,9.8,0.925080000,0.997350000
CVE-2020-10547,cvssMetricV31,9.8,0.882670000,0.994590000
CVE-2020-10548,cvssMetricV31,9.8,0.882670000,0.994590000
CVE-2020-10549,cvssMetricV31,9.8,0.897950000,0.995480000
CVE-2020-4450,cvssMetricV31,9.8,0.766550000,0.988750000
CVE-2020-12800,cvssMetricV31,9.8,0.932030000,0.997970000
CVE-2020-13160,cvssMetricV31,9.8,0.732010000,0.986940000
CVE-2020-9850,cvssMetricV31,9.8,0.826920000,0.991920000
CVE-2020-11898,cvssMetricV31,9.1,0.747460000,0.987760000
CVE-2020-8165,cvssMetricV31,9.8,0.909650000,0.996190000
CVE-2020-11989,cvssMetricV31,9.8,0.741500000,0.987400000
CVE-2020-9480,cvssMetricV31,9.8,0.878550000,0.994400000
CVE-2020-15415,cvssMetricV31,9.8,0.912420000,0.996390000
CVE-2020-5902,cvssMetricV31,9.8,0.944420000,0.999890000
CVE-2020-14092,cvssMetricV31,9.8,0.882130000,0.994570000
CVE-2020-15505,cvssMetricV31,9.8,0.943880000,0.999660000
CVE-2020-10987,cvssMetricV31,9.8,0.922550000,0.997130000
CVE-2020-13925,cvssMetricV31,9.8,0.837820000,0.992390000
CVE-2020-6287,cvssMetricV31,10.0,0.943950000,0.999700000
CVE-2020-1948,cvssMetricV31,9.8,0.709050000,0.985820000
CVE-2020-11546,cvssMetricV31,9.8,0.914250000,0.996530000
CVE-2020-1350,cvssMetricV31,10.0,0.935770000,0.998320000
CVE-2020-14644,cvssMetricV31,9.8,0.915160000,0.996580000
CVE-2020-14645,cvssMetricV31,9.8,0.929100000,0.997680000
CVE-2020-11981,cvssMetricV31,9.8,0.909980000,0.996210000
CVE-2020-15893,cvssMetricV31,9.8,0.847020000,0.992800000
CVE-2020-15920,cvssMetricV31,9.8,0.921250000,0.997050000
CVE-2020-13151,cvssMetricV31,9.8,0.907900000,0.996090000
CVE-2020-7357,cvssMetricV31,9.6,0.795900000,0.990220000
CVE-2020-11984,cvssMetricV31,9.8,0.809290000,0.990930000
CVE-2020-17496,cvssMetricV31,9.8,0.943570000,0.999540000
CVE-2020-17506,cvssMetricV31,9.8,0.916080000,0.996640000
CVE-2020-16137,cvssMetricV31,9.8,0.732450000,0.986960000
CVE-2020-17456,cvssMetricV31,9.8,0.915630000,0.996600000
CVE-2020-24589,cvssMetricV31,9.1,0.751250000,0.987950000
CVE-2020-24186,cvssMetricV31,10.0,0.941310000,0.999010000
CVE-2020-5777,cvssMetricV31,9.8,0.898490000,0.995510000
CVE-2020-25213,cvssMetricV31,10.0,0.944010000,0.999720000
CVE-2019-0230,cvssMetricV31,9.8,0.938370000,0.998640000
CVE-2020-11698,cvssMetricV31,9.8,0.831230000,0.992090000
CVE-2020-11857,cvssMetricV31,9.8,0.712750000,0.986010000
CVE-2020-25223,cvssMetricV31,9.8,0.944150000,0.999770000
CVE-2020-12124,cvssMetricV31,9.8,0.916740000,0.996670000
CVE-2020-26919,cvssMetricV31,9.8,0.930660000,0.997800000
CVE-2020-26935,cvssMetricV31,9.8,0.836230000,0.992320000
CVE-2020-26948,cvssMetricV31,9.8,0.855020000,0.993230000
CVE-2019-17444,cvssMetricV31,9.8,0.746610000,0.987690000
CVE-2020-13957,cvssMetricV31,9.8,0.845990000,0.992740000
CVE-2020-3992,cvssMetricV31,9.8,0.925100000,0.997360000
CVE-2020-14825,cvssMetricV31,9.8,0.866930000,0.993760000
CVE-2020-14871,cvssMetricV31,10.0,0.900560000,0.995660000
CVE-2020-14882,cvssMetricV31,9.8,0.944540000,0.999920000
CVE-2020-15906,cvssMetricV31,9.8,0.869680000,0.993900000
CVE-2020-11854,cvssMetricV31,9.8,0.911830000,0.996370000
CVE-2020-7373,cvssMetricV31,9.8,0.899070000,0.995570000
CVE-2020-14750,cvssMetricV31,9.8,0.944350000,0.999850000
CVE-2020-24881,cvssMetricV31,9.8,0.824830000,0.991830000
CVE-2020-15999,cvssMetricV31,9.6,0.931310000,0.997870000
CVE-2020-27955,cvssMetricV31,9.8,0.917740000,0.996750000
CVE-2020-16846,cvssMetricV31,9.8,0.943870000,0.999650000
CVE-2020-26214,cvssMetricV31,9.1,0.858680000,0.993400000
CVE-2020-28347,cvssMetricV31,9.8,0.826250000,0.991890000
CVE-2020-13927,cvssMetricV31,9.8,0.941590000,0.999060000
CVE-2020-13638,cvssMetricV31,9.8,0.908890000,0.996150000
CVE-2019-20933,cvssMetricV31,9.8,0.936940000,0.998470000
CVE-2020-13942,cvssMetricV31,9.8,0.940470000,0.998900000
CVE-2020-28926,cvssMetricV31,9.8,0.711040000,0.985930000
CVE-2020-29597,cvssMetricV31,9.8,0.737830000,0.987210000
CVE-2020-17132,cvssMetricV31,9.1,0.822910000,0.991740000
CVE-2020-17530,cvssMetricV31,9.8,0.943950000,0.999690000
CVE-2020-29227,cvssMetricV31,9.8,0.720440000,0.986370000
CVE-2020-35476,cvssMetricV31,9.8,0.936770000,0.998450000
CVE-2020-35489,cvssMetricV31,10.0,0.909600000,0.996190000
CVE-2020-7200,cvssMetricV31,9.8,0.837810000,0.992380000
CVE-2020-29583,cvssMetricV31,9.8,0.943300000,0.999440000
CVE-2020-35665,cvssMetricV31,9.8,0.893680000,0.995220000
CVE-2020-28188,cvssMetricV31,9.8,0.931780000,0.997940000
CVE-2020-35713,cvssMetricV31,9.8,0.918060000,0.996780000
CVE-2020-35729,cvssMetricV31,9.8,0.906340000,0.996000000
CVE-2020-10148,cvssMetricV31,9.8,0.943450000,0.999510000
CVE-2020-35846,cvssMetricV31,9.8,0.941770000,0.999080000
CVE-2020-35847,cvssMetricV31,9.8,0.934050000,0.998140000
CVE-2020-35848,cvssMetricV31,9.8,0.882890000,0.994600000
CVE-2020-35948,cvssMetricV31,9.9,0.725270000,0.986620000
CVE-2020-36112,cvssMetricV31,9.8,0.795570000,0.990200000
CVE-2021-3129,cvssMetricV31,9.8,0.942870000,0.999300000
CVE-2020-14756,cvssMetricV31,9.8,0.871980000,0.994010000
CVE-2021-2064,cvssMetricV31,9.8,0.705280000,0.985620000
CVE-2021-2108,cvssMetricV31,9.8,0.705280000,0.985620000
CVE-2020-29557,cvssMetricV31,9.8,0.918600000,0.996840000
CVE-2020-15568,cvssMetricV31,9.8,0.935370000,0.998280000
CVE-2021-3378,cvssMetricV31,9.8,0.915730000,0.996610000
CVE-2020-25506,cvssMetricV31,9.8,0.936190000,0.998380000
CVE-2020-28653,cvssMetricV31,9.8,0.723910000,0.986560000
CVE-2020-17523,cvssMetricV31,9.8,0.881280000,0.994520000
CVE-2021-20016,cvssMetricV31,9.8,0.797090000,0.990290000
CVE-2021-22502,cvssMetricV31,9.8,0.942850000,0.999300000
CVE-2020-13117,cvssMetricV31,9.8,0.926060000,0.997430000
CVE-2021-21479,cvssMetricV31,9.1,0.805740000,0.990760000
CVE-2020-28871,cvssMetricV31,9.8,0.921090000,0.997040000
CVE-2021-26120,cvssMetricV31,9.8,0.781900000,0.989530000
CVE-2020-21224,cvssMetricV31,9.8,0.872920000,0.994080000
CVE-2021-21972,cvssMetricV31,9.8,0.937380000,0.998540000
CVE-2021-27670,cvssMetricV31,9.8,0.918870000,0.996850000
CVE-2021-25281,cvssMetricV31,9.8,0.939240000,0.998700000
