CVE,CVSS version,CVSS,EPSS,EPSS percentile
CVE-2021-26411,cvssMetricV31,8.8,0.92663,0.99746
CVE-2021-27065,cvssMetricV31,7.8,0.9434,0.99947
CVE-2021-28151,cvssMetricV31,8.8,0.923,0.99717
CVE-2021-28164,cvssMetricV31,5.3,0.93519,0.99825
CVE-2021-28169,cvssMetricV31,5.3,0.90205,0.99582
CVE-2021-29156,cvssMetricV31,7.5,0.92185,0.99707
CVE-2021-29441,cvssMetricV31,8.6,0.93783,0.99859
CVE-2021-29442,cvssMetricV31,8.6,0.93094,0.99785
CVE-2021-3019,cvssMetricV31,7.5,0.92357,0.99722
CVE-2021-30497,cvssMetricV31,7.5,0.93448,0.99819
CVE-2021-31207,cvssMetricV31,6.6,0.93673,0.99845
CVE-2021-3156,cvssMetricV31,7.8,0.92473,0.99731
CVE-2021-31602,cvssMetricV31,5.3,0.93108,0.99785
CVE-2021-32789,cvssMetricV31,7.5,0.9201,0.99692
CVE-2021-32820,cvssMetricV31,8.6,0.91758,0.99676
CVE-2021-33544,cvssMetricV31,7.2,0.93553,0.99831
CVE-2021-33766,cvssMetricV31,7.3,0.91704,0.99673
CVE-2021-34429,cvssMetricV31,5.3,0.93411,0.99815
CVE-2021-34527,cvssMetricV31,8.8,0.9426,0.99925
CVE-2021-35250,cvssMetricV31,7.5,0.9254,0.99737
CVE-2021-3654,cvssMetricV31,6.1,0.9006,0.99571
CVE-2021-36749,cvssMetricV31,6.5,0.92833,0.99761
CVE-2021-36934,cvssMetricV31,7.8,0.90607,0.99602
CVE-2021-36942,cvssMetricV31,7.5,0.93533,0.99827
CVE-2021-39144,cvssMetricV31,8.5,0.94255,0.99924
CVE-2021-40346,cvssMetricV31,7.5,0.92331,0.99719
CVE-2021-40444,cvssMetricV31,8.8,0.94291,0.99931
CVE-2021-40655,cvssMetricV31,7.5,0.91874,0.99684
CVE-2021-40822,cvssMetricV31,7.5,0.92503,0.99733
CVE-2021-41282,cvssMetricV31,8.8,0.92775,0.99756
CVE-2021-41349,cvssMetricV31,6.5,0.91259,0.99644
CVE-2021-41773,cvssMetricV31,7.5,0.94398,0.99971
CVE-2021-4191,cvssMetricV31,5.3,0.93449,0.9982
CVE-2021-42278,cvssMetricV31,7.5,0.94074,0.99892
CVE-2021-42287,cvssMetricV31,7.5,0.94019,0.99886
CVE-2021-42321,cvssMetricV31,8.8,0.93302,0.99804
CVE-2021-43798,cvssMetricV31,7.5,0.94373,0.9996
CVE-2021-46381,cvssMetricV31,7.5,0.93085,0.99783
CVE-2021-46417,cvssMetricV31,7.5,0.93225,0.99797
CVE-2022-0824,cvssMetricV31,8.8,0.9334,0.99807
